match_id,match_date,season,matchweek,matchweek_num,referee,home_team,away_team,home_goals,away_goals,goal_difference,home_xg,away_xg,home_non_penalty_xg,away_non_penalty_xg,home_xg_against,away_xg_against,home_post_shot_xg,away_post_shot_xg,home_goals_minus_xg,away_goals_minus_xg,home_post_shot_xg_diff,away_post_shot_xg_diff,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_avg_shot_distance,away_avg_shot_distance,home_shots_on_target_against,away_shots_on_target_against,home_saves,away_saves,home_clean_sheets,away_clean_sheets,home_possession,away_possession,home_free_kicks,away_free_kicks,home_penalties_scored,away_penalties_scored,home_penalties_attempted,away_penalties_attempted,home_passes_completed,away_passes_completed,home_passes_attempted,away_passes_attempted,home_total_distance_progressed,away_total_distance_progressed,home_progressive_distance,away_progressive_distance,home_progressive_carries,away_progressive_carries,home_assists,away_assists,home_expected_assisted_goals,away_expected_assisted_goals,home_expected_assists,away_expected_assists,home_key_passes,away_key_passes,home_shot_creating_actions,away_shot_creating_actions,home_goal_creating_actions,away_goal_creating_actions,home_miscontrols,away_miscontrols,home_dispossessed,away_dispossessed,home_recoveries,away_recoveries,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_interceptions,away_interceptions,home_defensive_actions,away_defensive_actions,home_blocks,away_blocks,home_clearances,away_clearances,result,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,result_numeric,shots_difference,shots_on_target_difference,possession_difference,xg_difference,npxg_difference,post_shot_xg_difference,saves_difference,clean_sheets_difference,home_shot_efficiency,away_shot_efficiency,home_shot_accuracy,away_shot_accuracy,b365_prob_home,b365_prob_draw,b365_prob_away,b365_prob_home_norm,b365_prob_draw_norm,b365_prob_away_norm,b365_prob_over25,b365_prob_under25,b365_prob_over25_norm,b365_prob_under25_norm,home_points,away_points,home_cum,away_cum,home_rank_proxy,away_rank_proxy,rank_difference,home_points_last5,home_goals_for_last5,home_goals_against_last5,home_goal_diff_last5,home_wins_last5,home_draws_last5,home_losses_last5,home_form_index,home_avg_shots_last5,home_avg_sot_last5,home_avg_xg_last5,home_avg_poss_last5,away_points_last5,away_goals_for_last5,away_goals_against_last5,away_goal_diff_last5,away_wins_last5,away_draws_last5,away_losses_last5,away_form_index,away_avg_shots_last5,away_avg_sot_last5,away_avg_xg_last5,away_avg_poss_last5
2021-12-06_everton_arsenal,2021-12-06,2022,Matchweek 15,15,Mike Dean,everton,arsenal,2,1,1,0.9,1.0,0.9,1.0,1.0,0.9,0.4,1.3,1.1,0.0,-0.6,-0.7,11.0,10.0,5.0,3.0,17.1,16.1,3.0,5.0,2.0,3.0,0.0,0.0,37,63,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,22.0,15.0,5149.0,8681.0,2247.0,2657.0,12.0,21.0,1.0,1.0,0.5,1.0,0.5,0.7,7.0,10.0,17.0,20.0,3.0,2.0,17.0,12.0,11.0,12.0,254.0,513.0,13.0,19.0,7.0,4.0,11.0,10.0,24.0,29.0,10.0,12.0,13.0,14.0,H,8,12,3,3,2,2,0,0,1,1.0,2.0,-26,-0.09999999999999998,-0.09999999999999998,-0.9,-1.0,0.0,0.18181818181818182,0.1,0.45454545454545453,0.3,0.29411764705882354,0.2857142857142857,0.47619047619047616,0.2785145888594165,0.27055702917771884,0.4509283819628648,0.4854368932038835,0.5434782608695652,0.4717948717948718,0.5282051282051282,3,0,13,7,8,17,-9,4.0,5.0,11.0,-6.0,1.0,1.0,3.0,4.0,12.2,3.0,0.9199999999999999,40.6,10.0,5.0,9.0,-4.0,3.0,1.0,1.0,10.0,9.8,4.0,0.78,47.0
2021-12-10_brentford_watford,2021-12-10,2022,Matchweek 16,16,Michael Oliver,brentford,watford,2,1,1,1.6,0.5,0.8,0.5,0.5,1.6,0.6,2.2,0.4,0.5,-0.4,0.2,13.0,6.0,4.0,2.0,15.5,14.9,2.0,5.0,1.0,3.0,0.0,0.0,63,37,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,14.0,21.0,7434.0,3048.0,2728.0,1598.0,21.0,6.0,1.0,1.0,0.6,0.4,0.5,0.6,9.0,5.0,21.0,12.0,3.0,2.0,16.0,23.0,10.0,11.0,377.0,183.0,20.0,17.0,12.0,9.0,11.0,8.0,31.0,25.0,7.0,4.0,10.0,37.0,H,12,18,8,2,4,0,0,0,1,7.0,2.0,26,1.1,0.30000000000000004,-1.6,-2.0,0.0,0.15384615384615385,0.16666666666666666,0.3076923076923077,0.3333333333333333,0.4444444444444444,0.30303030303030304,0.30303030303030304,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.49751243781094534,0.5291005291005292,0.4846153846153846,0.5153846153846154,3,0,10,6,12,14,-2,6.0,5.0,6.0,-1.0,2.0,0.0,3.0,6.0,13.8,5.0,1.54,53.2,12.0,8.0,10.0,-2.0,4.0,0.0,1.0,12.0,10.8,3.2,1.5399999999999998,41.2
2021-12-11_arsenal_southampton,2021-12-11,2022,Matchweek 16,16,Jarred Gillett,arsenal,southampton,3,0,3,1.8,0.6,1.8,0.6,0.6,1.8,1.6,2.1,1.2,-0.6,1.6,-0.9,15.0,11.0,5.0,6.0,15.7,22.1,6.0,5.0,6.0,2.0,1.0,0.0,61,39,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,16.0,17.0,7855.0,4700.0,2624.0,1831.0,14.0,5.0,3.0,0.0,1.7,0.5,1.2,0.2,13.0,7.0,24.0,18.0,5.0,0.0,22.0,24.0,7.0,5.0,423.0,246.0,8.0,12.0,4.0,4.0,7.0,8.0,15.0,20.0,12.0,5.0,10.0,24.0,H,5,9,9,8,2,0,0,0,1,4.0,-1.0,22,1.2000000000000002,1.2000000000000002,-0.5,4.0,1.0,0.2,0.0,0.3333333333333333,0.5454545454545454,0.6211180124223602,0.25,0.18181818181818182,0.5898914063547392,0.23743129105778257,0.17267730258747824,0.5555555555555556,0.5,0.5263157894736842,0.47368421052631576,3,0,19,5,2,17,-15,13.0,11.0,3.0,8.0,4.0,1.0,0.0,13.0,18.0,6.0,2.06,58.8,12.0,3.0,12.0,-9.0,4.0,0.0,1.0,12.0,10.4,3.2,1.14,47.0
2021-12-11_chelsea_leeds_united,2021-12-11,2022,Matchweek 16,16,Chris Kavanagh,chelsea,leeds united,3,2,1,2.5,1.4,0.9,0.7,1.4,2.5,1.8,3.1,0.5,0.6,-0.2,0.1,14.0,11.0,4.0,4.0,20.0,19.4,5.0,6.0,3.0,3.0,0.0,0.0,57,43,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,9.0,6859.0,4226.0,2810.0,1740.0,18.0,14.0,1.0,1.0,0.6,0.4,0.6,0.5,8.0,7.0,27.0,22.0,6.0,4.0,17.0,13.0,15.0,10.0,384.0,252.0,18.0,23.0,13.0,11.0,12.0,9.0,30.0,32.0,9.0,12.0,14.0,13.0,H,9,15,5,2,2,5,0,0,1,3.0,0.0,14,1.1,0.20000000000000007,-1.3,0.0,0.0,0.21428571428571427,0.18181818181818182,0.2857142857142857,0.36363636363636365,0.8,0.17391304347826086,0.08333333333333333,0.7566826593557231,0.1644962302947224,0.07882111034955448,0.6369426751592356,0.42194092827004215,0.6015228426395939,0.398477157360406,3,0,17,6,5,15,-10,11.0,15.0,5.0,10.0,3.0,2.0,0.0,11.0,20.8,6.8,2.68,63.2,10.0,5.0,7.0,-2.0,3.0,1.0,1.0,10.0,11.2,4.0,0.8599999999999998,49.8
2021-12-11_liverpool_aston_villa,2021-12-11,2022,Matchweek 16,16,Stuart Attwell,liverpool,aston villa,1,0,1,2.2,0.2,1.4,0.2,0.2,2.2,0.0,2.2,-1.2,-0.2,0.0,1.2,19.0,4.0,4.0,0.0,16.1,23.6,0.0,5.0,0.0,4.0,1.0,0.0,62,38,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,22.0,9403.0,4259.0,3236.0,1826.0,28.0,6.0,0.0,0.0,0.8,0.2,1.6,0.2,14.0,3.0,33.0,8.0,2.0,0.0,19.0,14.0,12.0,11.0,483.0,254.0,17.0,21.0,8.0,9.0,10.0,7.0,27.0,28.0,20.0,8.0,21.0,25.0,H,13,6,11,3,1,2,0,0,1,15.0,4.0,24,2.0,1.2,-2.2,-4.0,1.0,0.05263157894736842,0.0,0.21052631578947367,0.0,0.8333333333333334,0.14285714285714285,0.07692307692307693,0.7913043478260869,0.13565217391304346,0.07304347826086957,0.7142857142857143,0.3333333333333333,0.6818181818181818,0.3181818181818181,3,0,18,6,4,16,-12,11.0,13.0,4.0,9.0,3.0,2.0,0.0,11.0,15.6,5.0,2.3600000000000003,59.0,12.0,4.0,8.0,-4.0,4.0,0.0,1.0,12.0,10.4,2.6,0.78,41.8
2021-12-11_manchester_city_wolverhampton_wanderers,2021-12-11,2022,Matchweek 16,16,Jonathan Moss,manchester city,wolverhampton wanderers,1,0,1,3.2,0.2,2.4,0.2,0.2,3.2,0.2,1.4,-2.2,-0.2,0.2,0.4,23.0,2.0,8.0,1.0,15.7,10.2,1.0,9.0,1.0,8.0,1.0,0.0,71,29,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,13.0,12285.0,4474.0,3722.0,1617.0,31.0,3.0,0.0,0.0,2.1,0.2,2.5,0.2,19.0,2.0,44.0,4.0,1.0,0.0,12.0,14.0,5.0,3.0,707.0,249.0,11.0,14.0,8.0,9.0,12.0,17.0,23.0,31.0,16.0,8.0,1.0,32.0,H,12,5,14,1,3,2,0,1,1,21.0,7.0,42,3.0,2.1999999999999997,-1.2,-7.0,1.0,0.043478260869565216,0.0,0.34782608695652173,0.5,0.8771929824561404,0.125,0.05263157894736842,0.8316008316008316,0.1185031185031185,0.04989604989604989,0.6535947712418301,0.4,0.6203473945409429,0.3796526054590571,3,0,19,11,3,11,-8,12.0,8.0,3.0,5.0,4.0,0.0,1.0,12.0,17.6,6.4,2.12,70.8,8.0,4.0,6.0,-2.0,2.0,2.0,1.0,8.0,5.6,2.6,0.74,43.2
2021-12-11_norwich_city_manchester_united,2021-12-11,2022,Matchweek 16,16,Darren England,norwich city,manchester united,0,1,-1,1.2,2.0,1.2,1.2,2.0,1.2,1.4,0.8,-1.2,-1.0,0.4,0.8,11.0,12.0,5.0,4.0,14.2,19.2,5.0,5.0,4.0,5.0,0.0,1.0,48,52,0.0,2.0,0.0,1.0,0.0,1.0,7.0,3.0,19.0,6.0,6475.0,7244.0,2567.0,2620.0,16.0,23.0,0.0,0.0,0.8,1.0,1.4,1.4,8.0,8.0,21.0,26.0,0.0,2.0,16.0,17.0,15.0,3.0,375.0,434.0,9.0,21.0,5.0,10.0,13.0,8.0,22.0,29.0,9.0,6.0,23.0,21.0,A,6,17,8,6,1,1,0,0,-1,-1.0,1.0,-4,-0.8,0.0,0.5999999999999999,-1.0,-1.0,0.0,0.08333333333333333,0.45454545454545453,0.3333333333333333,0.14285714285714285,0.2222222222222222,0.6896551724137931,0.13544369486248053,0.21069019200830302,0.6538661131292164,0.5813953488372093,0.47619047619047616,0.549738219895288,0.450261780104712,0,3,5,14,18,6,12,5.0,3.0,4.0,-1.0,1.0,2.0,2.0,5.0,12.4,3.6,1.06,42.6,7.0,8.0,9.0,-1.0,2.0,1.0,2.0,7.0,10.4,3.8,1.4,48.2
2021-12-12_burnley_west_ham_united,2021-12-12,2022,Matchweek 16,16,Graham Scott,burnley,west ham united,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.0,-0.8,-0.8,0.6,0.0,9.0,16.0,1.0,3.0,15.2,18.6,3.0,1.0,3.0,1.0,1.0,1.0,40,60,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,25.0,27.0,4663.0,5657.0,2246.0,2228.0,9.0,29.0,0.0,0.0,0.8,0.6,1.1,0.5,7.0,13.0,15.0,29.0,0.0,0.0,10.0,6.0,7.0,9.0,213.0,374.0,19.0,10.0,9.0,6.0,6.0,4.0,25.0,14.0,8.0,14.0,30.0,15.0,D,13,11,6,4,2,1,0,0,0,-7.0,-2.0,-20,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.1111111111111111,0.1875,0.2777777777777778,0.2777777777777778,0.5,0.2631578947368421,0.2631578947368421,0.47368421052631576,0.53475935828877,0.4926108374384237,0.5205128205128204,0.47948717948717956,1,1,7,14,13,7,6,6.0,6.0,5.0,1.0,1.0,3.0,1.0,6.0,14.2,4.4,1.3599999999999999,44.6,7.0,6.0,4.0,2.0,2.0,1.0,2.0,7.0,13.2,4.2,0.9800000000000001,51.6
2021-12-12_crystal_palace_everton,2021-12-12,2022,Matchweek 16,16,Andy Madley,crystal palace,everton,3,1,2,1.8,1.0,1.8,1.0,1.0,1.8,1.2,2.0,1.2,0.0,0.2,-1.0,17.0,12.0,6.0,6.0,16.8,20.5,6.0,6.0,5.0,3.0,0.0,0.0,61,39,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,16.0,8080.0,4157.0,3090.0,1612.0,15.0,15.0,2.0,0.0,1.5,0.6,1.8,0.4,11.0,6.0,30.0,20.0,3.0,1.0,22.0,15.0,16.0,8.0,440.0,236.0,15.0,25.0,12.0,16.0,4.0,5.0,19.0,30.0,8.0,13.0,21.0,26.0,H,15,14,8,2,0,2,0,0,1,5.0,0.0,22,0.8,0.8,-0.8,2.0,0.0,0.17647058823529413,0.08333333333333333,0.35294117647058826,0.5,0.4347826086956522,0.3125,0.30303030303030304,0.41395531164249316,0.2975303802430419,0.2885143081144649,0.4347826086956522,0.6211180124223602,0.411764705882353,0.588235294117647,3,0,13,5,9,19,-10,8.0,9.0,6.0,3.0,2.0,2.0,1.0,8.0,14.2,4.4,1.6199999999999999,63.8,13.0,3.0,10.0,-7.0,4.0,1.0,0.0,13.0,11.2,3.8,1.0,37.8
2021-12-12_leicester_city_newcastle_united,2021-12-12,2022,Matchweek 16,16,Peter Bankes,leicester city,newcastle united,4,0,4,2.6,1.0,1.8,1.0,1.0,2.6,0.5,3.0,1.4,-1.0,0.5,-1.0,7.0,12.0,4.0,3.0,19.1,18.1,3.0,5.0,3.0,1.0,1.0,0.0,47,53,1.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,14.0,10.0,5435.0,7006.0,1966.0,2016.0,8.0,21.0,3.0,0.0,1.6,0.7,0.7,0.6,5.0,7.0,15.0,22.0,7.0,0.0,17.0,16.0,22.0,12.0,333.0,370.0,20.0,26.0,13.0,16.0,6.0,4.0,26.0,30.0,5.0,7.0,26.0,13.0,H,9,16,4,6,2,3,0,0,1,-5.0,1.0,-6,1.6,0.8,-2.5,2.0,1.0,0.5714285714285714,0.0,0.5714285714285714,0.25,0.6024096385542169,0.24390243902439027,0.21052631578947367,0.5700111221682376,0.23078499092665228,0.19920388690511034,0.6369426751592356,0.42194092827004215,0.6015228426395939,0.398477157360406,3,0,13,3,10,20,-10,9.0,12.0,9.0,3.0,3.0,0.0,2.0,9.0,13.4,6.8,1.7600000000000002,51.0,11.0,3.0,10.0,-7.0,3.0,2.0,0.0,11.0,8.2,2.4,0.5,39.2
2021-12-14_manchester_city_leeds_united,2021-12-14,2022,Matchweek 17,17,Paul Tierney,manchester city,leeds united,7,0,7,3.1,0.3,3.1,0.3,0.3,3.1,0.1,2.3,3.9,-0.3,0.1,-4.7,31.0,6.0,15.0,3.0,17.3,25.3,3.0,15.0,3.0,8.0,1.0,0.0,63,37,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,9769.0,4942.0,2921.0,1782.0,35.0,13.0,5.0,0.0,2.4,0.2,1.7,0.1,24.0,4.0,51.0,12.0,10.0,0.0,9.0,9.0,1.0,9.0,569.0,295.0,12.0,15.0,5.0,8.0,9.0,7.0,21.0,22.0,9.0,11.0,12.0,15.0,H,5,9,6,2,1,1,0,0,1,25.0,12.0,26,2.8000000000000003,2.8000000000000003,-2.1999999999999997,-5.0,1.0,0.22580645161290322,0.0,0.4838709677419355,0.5,0.8771929824561404,0.11764705882352941,0.06666666666666667,0.8263659342796034,0.11083025471514679,0.06280381100524984,0.7352941176470588,0.3125,0.7017543859649122,0.2982456140350877,3,0,22,6,1,16,-15,12.0,13.0,3.0,10.0,4.0,0.0,1.0,12.0,20.8,8.2,2.3200000000000003,69.4,10.0,5.0,13.0,-8.0,3.0,1.0,1.0,10.0,11.8,4.6,0.8799999999999999,46.4
2021-12-14_norwich_city_aston_villa,2021-12-14,2022,Matchweek 17,17,David Coote,norwich city,aston villa,0,2,-2,0.5,2.0,0.5,2.0,2.0,0.5,1.7,0.2,-0.5,0.0,-0.3,0.2,7.0,17.0,3.0,6.0,14.3,16.7,6.0,3.0,4.0,3.0,0.0,1.0,50,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,9.0,7990.0,6398.0,2188.0,2338.0,17.0,26.0,0.0,2.0,0.2,1.9,0.5,1.5,5.0,14.0,11.0,31.0,0.0,4.0,8.0,12.0,12.0,10.0,400.0,389.0,23.0,17.0,14.0,8.0,12.0,7.0,35.0,24.0,11.0,5.0,28.0,18.0,A,12,9,7,10,3,1,0,0,-1,-10.0,-3.0,0,-1.5,-1.5,1.5,1.0,-1.0,0.0,0.11764705882352941,0.42857142857142855,0.35294117647058826,0.30303030303030304,0.30303030303030304,0.4444444444444444,0.28846153846153844,0.28846153846153844,0.423076923076923,0.47619047619047616,0.5813953488372093,0.450261780104712,0.549738219895288,0,3,5,9,19,12,7,4.0,3.0,6.0,-3.0,1.0,1.0,3.0,4.0,10.8,3.8,0.9199999999999999,45.4,9.0,5.0,6.0,-1.0,3.0,0.0,2.0,9.0,11.0,3.2,0.9400000000000001,43.0
2021-12-15_arsenal_west_ham_united,2021-12-15,2022,Matchweek 17,17,Anthony Taylor,arsenal,west ham united,2,0,2,2.8,0.4,2.0,0.4,0.4,2.8,0.4,3.0,-0.8,-0.4,0.4,1.0,20.0,7.0,7.0,1.0,19.6,22.3,1.0,8.0,1.0,5.0,1.0,0.0,55,45,2.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,10.0,18.0,8207.0,5960.0,2572.0,1780.0,26.0,14.0,2.0,0.0,1.4,0.2,1.4,0.3,11.0,4.0,34.0,12.0,4.0,0.0,14.0,17.0,12.0,17.0,437.0,336.0,22.0,18.0,13.0,14.0,5.0,11.0,27.0,29.0,8.0,5.0,21.0,22.0,H,8,9,5,2,2,0,0,1,1,13.0,6.0,10,2.4,1.6,-2.6,-4.0,1.0,0.1,0.0,0.35,0.14285714285714285,0.47619047619047616,0.2777777777777778,0.30303030303030304,0.45051194539249145,0.2627986348122867,0.2866894197952219,0.5405405405405405,0.48780487804878053,0.5256410256410255,0.4743589743589744,3,0,22,14,2,7,-5,15.0,11.0,1.0,10.0,5.0,0.0,0.0,15.0,18.6,6.2,2.28,59.0,10.0,5.0,6.0,-1.0,3.0,1.0,1.0,10.0,11.4,3.6,0.82,48.4
2021-12-15_brighton_and_hove_albion_wolverhampton_wanderers,2021-12-15,2022,Matchweek 17,17,Tony Harrington,brighton and hove albion,wolverhampton wanderers,0,1,-1,1.2,1.0,1.2,1.0,1.0,1.2,1.4,0.0,-1.2,0.0,0.4,0.0,12.0,8.0,2.0,5.0,17.8,18.0,5.0,2.0,4.0,2.0,0.0,1.0,59,41,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,11.0,7264.0,5453.0,2505.0,1938.0,26.0,18.0,0.0,1.0,0.9,0.9,0.6,0.8,8.0,5.0,22.0,15.0,0.0,2.0,20.0,16.0,10.0,10.0,469.0,295.0,16.0,17.0,8.0,9.0,10.0,10.0,26.0,27.0,14.0,4.0,10.0,26.0,A,11,14,7,4,2,0,0,0,-1,4.0,-3.0,18,0.19999999999999996,0.19999999999999996,1.4,2.0,-1.0,0.0,0.125,0.16666666666666666,0.625,0.4444444444444444,0.3225806451612903,0.2857142857142857,0.4221789883268483,0.3064202334630351,0.27140077821011677,0.4,0.6535947712418301,0.3796526054590571,0.6203473945409429,0,3,9,14,13,8,5,3.0,2.0,6.0,-4.0,0.0,3.0,2.0,3.0,15.0,3.2,1.44,57.4,8.0,2.0,4.0,-2.0,2.0,2.0,1.0,8.0,5.4,2.8,0.54,41.0
2021-12-15_crystal_palace_southampton,2021-12-15,2022,Matchweek 17,17,Simon Hooper,crystal palace,southampton,2,2,0,1.2,0.6,1.2,0.6,0.6,1.2,0.7,1.2,0.8,1.4,-1.3,-0.8,9.0,15.0,6.0,4.0,10.9,21.3,4.0,6.0,2.0,4.0,0.0,0.0,59,41,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,13.0,19.0,6923.0,3997.0,2444.0,1917.0,12.0,25.0,1.0,1.0,0.7,0.4,0.4,0.5,5.0,9.0,15.0,24.0,3.0,3.0,15.0,18.0,13.0,16.0,366.0,209.0,20.0,24.0,10.0,20.0,10.0,11.0,30.0,35.0,9.0,10.0,32.0,27.0,D,16,20,4,6,2,4,0,0,0,-6.0,2.0,18,0.6,0.6,-0.5,-2.0,0.0,0.2222222222222222,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.46511627906976744,0.30303030303030304,0.2857142857142857,0.44134505158578524,0.28754298815437523,0.2711119602598395,0.47619047619047616,0.5813953488372093,0.450261780104712,0.549738219895288,1,1,14,6,9,17,-8,8.0,9.0,6.0,3.0,2.0,2.0,1.0,8.0,12.4,4.8,1.56,63.6,10.0,4.0,11.0,-7.0,3.0,1.0,1.0,10.0,12.4,3.8,1.0,47.6
2021-12-16_chelsea_everton,2021-12-16,2022,Matchweek 17,17,Michael Oliver,chelsea,everton,1,1,0,2.9,0.6,2.9,0.6,0.6,2.9,1.2,2.9,-1.9,0.4,0.2,1.9,23.0,5.0,10.0,3.0,14.7,21.1,3.0,10.0,2.0,9.0,0.0,0.0,80,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,33.0,11853.0,2255.0,3527.0,1241.0,26.0,11.0,1.0,1.0,2.1,0.5,2.0,0.3,16.0,3.0,42.0,8.0,2.0,2.0,24.0,18.0,8.0,7.0,737.0,116.0,11.0,19.0,8.0,8.0,2.0,9.0,13.0,28.0,5.0,8.0,6.0,23.0,D,11,11,7,1,2,3,0,0,0,18.0,7.0,60,2.3,2.3,-1.7,-7.0,0.0,0.043478260869565216,0.2,0.43478260869565216,0.6,0.819672131147541,0.15384615384615385,0.07692307692307693,0.78031212484994,0.14645858343337334,0.07322929171668667,0.5813953488372093,0.47619047619047616,0.549738219895288,0.450261780104712,1,1,18,6,5,18,-13,9.0,13.0,5.0,8.0,2.0,3.0,0.0,9.0,21.4,7.0,2.6000000000000005,66.8,13.0,3.0,10.0,-7.0,4.0,1.0,0.0,13.0,9.8,4.0,0.86,36.2
2021-12-16_liverpool_newcastle_united,2021-12-16,2022,Matchweek 17,17,Mike Dean,liverpool,newcastle united,3,1,2,2.7,0.3,2.7,0.3,0.3,2.7,0.6,3.1,0.3,0.7,-0.4,0.1,23.0,5.0,8.0,3.0,16.4,31.4,3.0,8.0,2.0,5.0,0.0,0.0,74,26,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0,32.0,10893.0,3101.0,3377.0,1643.0,30.0,8.0,1.0,0.0,1.3,0.0,1.7,0.1,13.0,1.0,35.0,7.0,4.0,2.0,6.0,19.0,19.0,8.0,657.0,165.0,12.0,24.0,9.0,20.0,9.0,22.0,21.0,46.0,2.0,3.0,4.0,28.0,H,9,4,11,0,1,3,0,0,1,18.0,5.0,48,2.4000000000000004,2.4000000000000004,-2.5,-3.0,0.0,0.13043478260869565,0.2,0.34782608695652173,0.6,0.8928571428571428,0.1111111111111111,0.05263157894736842,0.8450286617908678,0.10515912235619687,0.04981221585293536,0.7518796992481203,0.29411764705882354,0.7188160676532769,0.28118393234672306,3,0,21,3,3,20,-17,13.0,14.0,3.0,11.0,4.0,1.0,0.0,13.0,19.0,6.0,2.7199999999999998,64.0,11.0,3.0,11.0,-8.0,3.0,2.0,0.0,11.0,7.6,2.6,0.43999999999999995,34.8
2021-12-18_leeds_united_arsenal,2021-12-18,2022,Matchweek 18,18,Andre Marriner,leeds united,arsenal,1,4,-3,1.6,3.5,0.8,3.5,3.5,1.6,3.6,1.2,-0.6,0.5,-0.4,0.2,8.0,21.0,1.0,12.0,24.8,16.7,12.0,2.0,8.0,1.0,0.0,0.0,51,49,0.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,9.0,20.0,5441.0,5987.0,2271.0,2223.0,12.0,22.0,0.0,3.0,0.8,2.9,0.3,1.8,6.0,17.0,16.0,38.0,2.0,7.0,18.0,17.0,9.0,7.0,340.0,323.0,14.0,13.0,4.0,7.0,9.0,11.0,23.0,24.0,10.0,8.0,16.0,9.0,A,11,7,1,4,3,1,0,0,-1,-13.0,-11.0,2,-1.9,-2.7,2.4000000000000004,7.0,0.0,0.125,0.19047619047619047,0.125,0.5714285714285714,0.25641025641025644,0.2631578947368421,0.5464480874316939,0.24053128566981427,0.24686105634533564,0.51260765798485,0.5813953488372093,0.47619047619047616,0.549738219895288,0.450261780104712,0,3,10,10,15,16,-1,6.0,6.0,8.0,-2.0,1.0,3.0,1.0,6.0,14.0,3.4,1.42,58.6,9.0,9.0,10.0,-1.0,3.0,0.0,2.0,9.0,12.4,6.0,1.4,48.4
2021-12-19_newcastle_united_manchester_city,2021-12-19,2022,Matchweek 18,18,Martin Atkinson,newcastle united,manchester city,0,4,-4,0.3,2.9,0.3,2.9,2.9,0.3,3.2,0.2,-0.3,1.1,-0.8,0.2,5.0,18.0,1.0,7.0,19.9,12.9,7.0,1.0,3.0,1.0,0.0,1.0,29,71,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,17.0,10.0,4779.0,10709.0,2073.0,2972.0,7.0,22.0,0.0,4.0,0.3,2.9,0.4,2.6,4.0,17.0,6.0,35.0,0.0,8.0,13.0,12.0,12.0,6.0,232.0,667.0,13.0,21.0,7.0,10.0,11.0,5.0,24.0,26.0,4.0,7.0,16.0,9.0,A,9,6,3,6,1,2,0,0,-1,-13.0,-6.0,-42,-2.6,-2.6,3.0,2.0,-1.0,0.0,0.2222222222222222,0.2,0.3888888888888889,0.07692307692307693,0.13333333333333333,0.8474576271186441,0.07272577861779932,0.12605801627085214,0.8012162051113485,,,,,0,3,7,22,18,4,14,5.0,5.0,11.0,-6.0,1.0,2.0,2.0,5.0,12.2,2.8,0.8200000000000001,36.6,0.0,15.0,3.0,12.0,0.0,0.0,5.0,0.0,20.0,8.6,2.48,66.2
2021-12-19_tottenham_hotspur_liverpool,2021-12-19,2022,Matchweek 18,18,Paul Tierney,tottenham hotspur,liverpool,2,2,0,3.0,1.1,,1.1,1.1,3.0,,2.1,,0.9,,0.1,10.0,18.0,4.0,6.0,,16.7,5.0,5.0,4.0,3.0,0.0,0.0,44,56,,0.0,0.0,0.0,0.0,0.0,,5.0,,12.0,,8111.0,,2717.0,,26.0,1.0,2.0,,1.0,,2.0,,13.0,,34.0,,4.0,,23.0,,9.0,,454.0,,25.0,8.0,13.0,12.0,11.0,0.0,36.0,,11.0,,15.0,D,12,11,6,4,4,4,0,1,0,-8.0,-2.0,-12,1.9,,,1.0,0.0,0.2,0.1111111111111111,0.4,0.3333333333333333,0.19047619047619047,0.21052631578947367,0.6535947712418301,0.18061509785647717,0.1996272134203169,0.619757688723206,0.6024096385542169,0.45454545454545453,0.5699481865284974,0.43005181347150256,1,1,19,20,7,5,2,10.0,9.0,6.0,3.0,3.0,1.0,1.0,10.0,12.0,4.2,1.9200000000000004,46.6,4.0,14.0,6.0,8.0,1.0,1.0,3.0,4.0,17.2,6.0,2.1599999999999997,64.0
