match_id,match_date,season,matchweek,matchweek_num,referee,home_team,away_team,home_goals,away_goals,goal_difference,home_xg,away_xg,home_non_penalty_xg,away_non_penalty_xg,home_xg_against,away_xg_against,home_post_shot_xg,away_post_shot_xg,home_goals_minus_xg,away_goals_minus_xg,home_post_shot_xg_diff,away_post_shot_xg_diff,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_avg_shot_distance,away_avg_shot_distance,home_shots_on_target_against,away_shots_on_target_against,home_saves,away_saves,home_clean_sheets,away_clean_sheets,home_possession,away_possession,home_free_kicks,away_free_kicks,home_penalties_scored,away_penalties_scored,home_penalties_attempted,away_penalties_attempted,home_passes_completed,away_passes_completed,home_passes_attempted,away_passes_attempted,home_total_distance_progressed,away_total_distance_progressed,home_progressive_distance,away_progressive_distance,home_progressive_carries,away_progressive_carries,home_assists,away_assists,home_expected_assisted_goals,away_expected_assisted_goals,home_expected_assists,away_expected_assists,home_key_passes,away_key_passes,home_shot_creating_actions,away_shot_creating_actions,home_goal_creating_actions,away_goal_creating_actions,home_miscontrols,away_miscontrols,home_dispossessed,away_dispossessed,home_recoveries,away_recoveries,home_tackles,away_tackles,home_tackles_won,away_tackles_won,home_interceptions,away_interceptions,home_defensive_actions,away_defensive_actions,home_blocks,away_blocks,home_clearances,away_clearances,result,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,result_numeric,shots_difference,shots_on_target_difference,possession_difference,xg_difference,npxg_difference,post_shot_xg_difference,saves_difference,clean_sheets_difference,home_shot_efficiency,away_shot_efficiency,home_shot_accuracy,away_shot_accuracy,b365_prob_home,b365_prob_draw,b365_prob_away,b365_prob_home_norm,b365_prob_draw_norm,b365_prob_away_norm,b365_prob_over25,b365_prob_under25,b365_prob_over25_norm,b365_prob_under25_norm,home_points,away_points,home_cum,away_cum,home_rank_proxy,away_rank_proxy,rank_difference,home_points_last5,home_goals_for_last5,home_goals_against_last5,home_goal_diff_last5,home_wins_last5,home_draws_last5,home_losses_last5,home_form_index,home_avg_shots_last5,home_avg_sot_last5,home_avg_xg_last5,home_avg_poss_last5,away_points_last5,away_goals_for_last5,away_goals_against_last5,away_goal_diff_last5,away_wins_last5,away_draws_last5,away_losses_last5,away_form_index,away_avg_shots_last5,away_avg_sot_last5,away_avg_xg_last5,away_avg_poss_last5
2023-05-20_wolverhampton_wanderers_everton,2023-05-20,2023,Matchweek 37,37,David Coote,wolverhampton wanderers,everton,1,1,0,1.6,2.0,1.6,2.0,2.0,1.6,1.4,1.1,-0.6,-1.0,0.4,0.1,13.0,19.0,5.0,4.0,17.9,17.1,4.0,5.0,3.0,4.0,0.0,0.0,52,48,1.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,12.0,25.0,6483.0,5859.0,2502.0,2590.0,17.0,12.0,0.0,1.0,0.5,1.6,0.2,2.1,7.0,13.0,20.0,32.0,1.0,2.0,9.0,18.0,6.0,4.0,373.0,317.0,12.0,19.0,5.0,10.0,5.0,12.0,17.0,31.0,4.0,8.0,29.0,5.0,D,18,10,1,7,5,1,0,0,0,-6.0,1.0,4,-0.3999999999999999,-0.3999999999999999,0.2999999999999998,-1.0,0.0,0.07692307692307693,0.05263157894736842,0.38461538461538464,0.21052631578947367,0.36363636363636365,0.30303030303030304,0.3846153846153846,0.3458980044345898,0.28824833702882485,0.3658536585365853,0.47619047619047616,0.5780346820809249,0.4516971279373368,0.5483028720626633,1,1,30,15,8,17,-9,13.0,7.0,1.0,6.0,4.0,1.0,0.0,13.0,9.4,4.4,1.04,43.8,6.0,8.0,6.0,2.0,1.0,3.0,1.0,6.0,15.2,4.4,1.7600000000000002,39.4
2023-05-21_brighton_and_hove_albion_southampton,2023-05-21,2023,Matchweek 37,37,Paul Tierney,brighton and hove albion,southampton,3,1,2,2.5,0.6,2.5,0.6,0.6,2.5,0.5,2.0,0.5,0.4,-0.5,-1.0,26.0,5.0,8.0,1.0,17.4,13.8,1.0,8.0,0.0,5.0,0.0,0.0,63,37,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,34.0,9030.0,5130.0,2580.0,1626.0,21.0,16.0,3.0,1.0,1.7,0.4,1.2,0.4,22.0,3.0,44.0,8.0,4.0,2.0,14.0,12.0,9.0,7.0,594.0,315.0,13.0,16.0,9.0,10.0,5.0,14.0,18.0,30.0,5.0,5.0,8.0,19.0,H,8,9,4,3,2,5,0,0,1,21.0,7.0,26,1.9,1.9,-1.5,-5.0,0.0,0.11538461538461539,0.2,0.3076923076923077,0.2,0.819672131147541,0.14285714285714285,0.09090909090909091,0.7780921584478578,0.13561034761519808,0.08629749393694423,0.7142857142857143,0.3333333333333333,0.6818181818181818,0.3181818181818181,3,0,33,14,6,19,-13,10.0,14.0,9.0,5.0,3.0,1.0,1.0,10.0,24.8,7.8,3.1,65.8,13.0,8.0,14.0,-6.0,4.0,1.0,0.0,13.0,8.8,3.4,1.2200000000000002,44.2
2023-05-21_manchester_city_chelsea,2023-05-21,2023,Matchweek 37,37,Michael Oliver,manchester city,chelsea,1,0,1,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.0,-0.2,-1.2,1.4,0.0,15.0,13.0,2.0,6.0,18.8,15.7,6.0,2.0,6.0,1.0,1.0,0.0,64,36,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,9.0,10867.0,6099.0,2925.0,2106.0,28.0,21.0,1.0,0.0,1.0,1.1,1.0,0.7,10.0,11.0,26.0,24.0,2.0,0.0,8.0,13.0,8.0,1.0,645.0,343.0,8.0,17.0,6.0,12.0,4.0,6.0,12.0,23.0,11.0,2.0,12.0,14.0,H,12,9,5,2,0,2,0,0,1,2.0,-4.0,28,0.0,0.0,0.3999999999999999,5.0,1.0,0.06666666666666667,0.0,0.13333333333333333,0.46153846153846156,0.8,0.16666666666666666,0.09090909090909091,0.7564469914040115,0.15759312320916904,0.08595988538681948,0.6666666666666666,0.3802281368821293,0.6368038740920097,0.36319612590799033,3,0,52,19,1,15,-14,15.0,13.0,3.0,10.0,5.0,0.0,0.0,15.0,14.6,5.4,2.04,67.0,9.0,7.0,7.0,0.0,3.0,0.0,2.0,9.0,11.2,4.4,1.2,52.0
2023-05-21_west_ham_united_leeds_united,2023-05-21,2023,Matchweek 37,37,Peter Bankes,west ham united,leeds united,3,1,2,2.1,0.9,2.1,0.9,0.9,2.1,0.8,4.0,0.9,0.1,-0.2,1.0,19.0,12.0,9.0,3.0,14.6,15.6,3.0,9.0,2.0,6.0,0.0,0.0,59,41,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,19.0,7710.0,4993.0,2929.0,2063.0,22.0,17.0,3.0,1.0,1.9,0.6,2.1,0.7,15.0,9.0,33.0,22.0,6.0,1.0,13.0,9.0,8.0,4.0,448.0,275.0,11.0,23.0,8.0,14.0,11.0,6.0,22.0,29.0,16.0,7.0,22.0,20.0,H,6,11,9,5,1,3,0,0,1,7.0,6.0,18,1.2000000000000002,1.2000000000000002,-3.2,-4.0,0.0,0.15789473684210525,0.08333333333333333,0.47368421052631576,0.25,0.4166666666666667,0.2857142857142857,0.3472222222222222,0.3969754253308129,0.27221172022684315,0.3308128544423441,0.5555555555555556,0.5,0.5263157894736842,0.47368421052631576,3,0,28,9,10,20,-10,7.0,8.0,10.0,-2.0,2.0,1.0,2.0,7.0,12.6,3.8,1.4,38.8,15.0,5.0,15.0,-10.0,5.0,0.0,0.0,15.0,9.6,3.6,0.8400000000000001,40.6
2023-05-22_newcastle_united_leicester_city,2023-05-22,2023,Matchweek 37,37,Andre Marriner,newcastle united,leicester city,0,0,0,2.1,0.1,2.1,0.1,0.1,2.1,0.1,0.3,-2.1,-0.1,0.1,0.3,23.0,1.0,3.0,1.0,15.9,11.0,1.0,3.0,1.0,3.0,1.0,1.0,77,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,33.0,10888.0,2460.0,3054.0,1201.0,41.0,2.0,0.0,0.0,0.9,0.1,1.1,0.2,14.0,1.0,39.0,2.0,0.0,0.0,16.0,6.0,12.0,4.0,653.0,131.0,6.0,17.0,2.0,8.0,4.0,5.0,10.0,22.0,14.0,4.0,10.0,50.0,D,9,5,12,1,2,0,0,0,0,22.0,2.0,54,2.0,2.0,-0.19999999999999998,-2.0,0.0,0.0,0.0,0.13043478260869565,1.0,0.7352941176470588,0.18181818181818182,0.14285714285714285,0.6936936936936937,0.17153153153153156,0.13477477477477479,0.6666666666666666,0.3802281368821293,0.6368038740920097,0.36319612590799033,1,1,39,15,4,18,-14,10.0,13.0,5.0,8.0,3.0,1.0,1.0,10.0,20.8,5.8,3.0000000000000004,57.2,11.0,6.0,11.0,-5.0,3.0,2.0,0.0,11.0,9.2,3.4,1.5,40.6
2023-05-24_brighton_and_hove_albion_manchester_city,2023-05-24,2023,Matchweek 32,32,Simon Hooper,brighton and hove albion,manchester city,1,1,0,2.2,1.8,2.2,1.8,1.8,2.2,1.5,2.1,-1.2,-0.8,0.5,1.1,20.0,13.0,7.0,4.0,17.4,13.9,4.0,7.0,3.0,6.0,0.0,0.0,40,60,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,16.0,5564.0,8647.0,2319.0,2792.0,18.0,28.0,1.0,1.0,2.0,1.8,1.1,1.5,14.0,13.0,34.0,25.0,2.0,2.0,14.0,12.0,5.0,4.0,326.0,544.0,12.0,12.0,6.0,4.0,11.0,3.0,23.0,15.0,5.0,5.0,6.0,12.0,D,16,11,5,1,2,1,0,0,0,7.0,3.0,-20,0.40000000000000013,0.40000000000000013,-0.6000000000000001,-3.0,0.0,0.05,0.07692307692307693,0.35,0.3076923076923077,0.25,0.23094688221709006,0.5714285714285714,0.23755780233560622,0.21945293518300807,0.5429892624813857,0.6535947712418301,0.4,0.6203473945409429,0.3796526054590571,1,1,34,37,5,3,2,10.0,12.0,7.0,5.0,3.0,1.0,1.0,10.0,22.4,6.6,2.7,59.4,1.0,11.0,3.0,8.0,0.0,1.0,4.0,1.0,11.6,5.2,2.0199999999999996,65.0
2023-05-25_manchester_united_chelsea,2023-05-25,2023,Matchweek 32,32,Stuart Attwell,manchester united,chelsea,4,1,3,5.2,1.9,4.4,1.9,1.9,5.2,1.0,5.2,-1.2,-0.9,0.0,1.2,17.0,14.0,8.0,5.0,15.3,19.2,5.0,9.0,4.0,5.0,0.0,0.0,42,58,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,10.0,4.0,6403.0,9091.0,2759.0,3133.0,27.0,29.0,2.0,1.0,3.2,1.9,2.2,1.4,15.0,12.0,30.0,25.0,7.0,2.0,15.0,21.0,12.0,7.0,385.0,579.0,19.0,21.0,10.0,13.0,4.0,6.0,23.0,27.0,14.0,11.0,11.0,8.0,H,12,6,3,4,1,1,0,0,1,3.0,3.0,-16,3.3000000000000003,2.5000000000000004,-4.2,-1.0,0.0,0.23529411764705882,0.07142857142857142,0.47058823529411764,0.35714285714285715,0.625,0.23094688221709006,0.2,0.5918858330143802,0.2187107004210181,0.1894034665646017,0.6369426751592356,0.42016806722689076,0.6025316455696202,0.39746835443037976,3,0,45,19,1,13,-12,15.0,10.0,1.0,9.0,5.0,0.0,0.0,15.0,21.0,7.4,2.84,54.8,12.0,5.0,10.0,-5.0,4.0,0.0,1.0,12.0,11.6,4.2,1.26,53.2
2023-05-28_arsenal_wolverhampton_wanderers,2023-05-28,2023,Matchweek 38,38,Andre Marriner,arsenal,wolverhampton wanderers,5,0,5,2.8,0.5,2.8,0.5,0.5,2.8,0.0,2.9,2.2,-0.5,0.0,-2.1,14.0,6.0,8.0,0.0,13.7,14.7,0.0,8.0,0.0,3.0,1.0,0.0,51,49,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,7.0,7192.0,7150.0,2257.0,2235.0,20.0,13.0,4.0,0.0,2.5,0.4,1.9,0.6,11.0,5.0,25.0,12.0,9.0,0.0,10.0,10.0,5.0,9.0,410.0,400.0,17.0,9.0,14.0,4.0,2.0,2.0,19.0,11.0,6.0,10.0,15.0,23.0,H,8,11,8,4,0,0,0,0,1,8.0,8.0,2,2.3,2.3,-2.9,-3.0,1.0,0.35714285714285715,0.0,0.5714285714285714,0.0,0.7352941176470588,0.19047619047619047,0.125,0.6997667444185273,0.18127290903032325,0.11896034655114963,0.6944444444444444,0.36363636363636365,0.6563245823389022,0.3436754176610979,3,0,45,11,2,18,-16,10.0,15.0,8.0,7.0,3.0,1.0,1.0,10.0,16.2,5.6,2.32,57.4,13.0,2.0,16.0,-14.0,4.0,1.0,0.0,13.0,9.0,1.2,0.6,54.6
2023-05-28_aston_villa_brighton_and_hove_albion,2023-05-28,2023,Matchweek 38,38,David Coote,aston villa,brighton and hove albion,2,1,1,2.8,1.4,2.8,1.4,1.4,2.8,0.4,1.7,-0.8,-0.4,-0.6,-0.3,12.0,8.0,5.0,4.0,18.2,18.2,4.0,5.0,3.0,3.0,0.0,0.0,41,59,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,23.0,2.0,4236.0,6458.0,1741.0,2450.0,20.0,19.0,2.0,1.0,2.6,1.3,1.8,0.9,8.0,7.0,24.0,15.0,4.0,2.0,13.0,18.0,9.0,9.0,226.0,365.0,14.0,13.0,6.0,2.0,12.0,3.0,26.0,16.0,5.0,12.0,7.0,15.0,H,15,16,4,3,4,4,0,0,1,4.0,1.0,-18,1.4,1.4,-1.2999999999999998,0.0,0.0,0.16666666666666666,0.125,0.4166666666666667,0.5,0.5,0.2777777777777778,0.2857142857142857,0.4701492537313433,0.2611940298507463,0.26865671641791045,0.6535947712418301,0.4,0.6203473945409429,0.3796526054590571,3,0,38,28,3,7,-4,15.0,10.0,2.0,8.0,5.0,0.0,0.0,15.0,11.6,4.2,1.64,51.0,9.0,8.0,10.0,-2.0,3.0,0.0,2.0,9.0,14.2,5.8,1.7599999999999998,62.8
2023-05-28_brentford_manchester_city,2023-05-28,2023,Matchweek 38,38,John Brooks,brentford,manchester city,1,0,1,1.3,1.6,1.3,1.6,1.6,1.3,0.4,1.3,-0.3,-1.6,0.4,0.3,11.0,17.0,4.0,2.0,14.0,16.8,2.0,4.0,2.0,3.0,1.0,0.0,35,65,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,27.0,13.0,5199.0,9181.0,2126.0,2577.0,16.0,26.0,1.0,0.0,1.1,1.4,1.1,1.8,8.0,13.0,16.0,31.0,2.0,0.0,10.0,11.0,9.0,13.0,269.0,585.0,17.0,14.0,11.0,5.0,10.0,7.0,27.0,21.0,6.0,9.0,18.0,16.0,H,12,8,3,4,4,0,0,0,1,-6.0,2.0,-30,-0.30000000000000004,-0.30000000000000004,-0.9,-1.0,1.0,0.09090909090909091,0.0,0.36363636363636365,0.11764705882352941,0.2631578947368421,0.25,0.5464480874316939,0.2483544819162652,0.23593675782045195,0.5157087602632829,0.6172839506172839,0.4347826086956522,0.586734693877551,0.413265306122449,3,0,37,37,4,5,-1,10.0,7.0,4.0,3.0,3.0,1.0,1.0,10.0,15.0,6.0,2.3200000000000003,48.4,4.0,10.0,4.0,6.0,1.0,1.0,3.0,4.0,12.4,5.0,1.92,64.6
2023-05-28_chelsea_newcastle_united,2023-05-28,2023,Matchweek 38,38,Jarred Gillett,chelsea,newcastle united,1,1,0,2.2,1.7,2.2,1.7,1.7,2.2,1.2,0.8,-2.2,-0.7,0.2,0.8,22.0,13.0,4.0,4.0,17.8,17.1,4.0,4.0,3.0,4.0,0.0,0.0,64,36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,8801.0,5002.0,2781.0,2125.0,36.0,20.0,0.0,1.0,1.8,1.4,1.5,0.8,17.0,8.0,43.0,24.0,0.0,2.0,10.0,14.0,5.0,10.0,551.0,295.0,21.0,14.0,9.0,6.0,7.0,8.0,28.0,22.0,10.0,8.0,10.0,32.0,D,9,11,10,3,0,0,0,0,0,9.0,0.0,28,0.5000000000000002,0.5000000000000002,0.3999999999999999,-1.0,0.0,0.045454545454545456,0.07692307692307693,0.18181818181818182,0.3076923076923077,0.3448275862068966,0.2857142857142857,0.42016806722689076,0.3281853281853282,0.2719249862107005,0.39988968560397137,0.5780346820809249,0.47619047619047616,0.5483028720626633,0.4516971279373368,1,1,25,32,9,6,3,3.0,4.0,7.0,-3.0,0.0,3.0,2.0,3.0,14.2,3.6,1.48,60.4,5.0,9.0,8.0,1.0,1.0,2.0,2.0,5.0,12.4,4.0,1.64,53.2
2023-05-28_crystal_palace_nottingham_forest,2023-05-28,2023,Matchweek 38,38,Thomas Bramall,crystal palace,nottingham forest,1,1,0,1.4,0.5,1.4,0.5,0.5,1.4,0.6,0.1,-0.4,0.5,-0.4,-0.9,15.0,7.0,3.0,4.0,17.3,17.0,4.0,3.0,3.0,2.0,0.0,0.0,66,34,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,31.0,8458.0,3994.0,2904.0,1815.0,29.0,10.0,1.0,1.0,1.3,0.4,1.1,0.3,13.0,4.0,29.0,11.0,2.0,2.0,19.0,12.0,11.0,8.0,489.0,204.0,15.0,19.0,6.0,10.0,2.0,6.0,17.0,25.0,11.0,9.0,13.0,23.0,D,9,13,5,4,0,2,0,0,0,8.0,-1.0,32,0.8999999999999999,0.8999999999999999,0.5,1.0,0.0,0.06666666666666667,0.14285714285714285,0.2,0.5714285714285714,0.5988023952095809,0.25,0.2,0.5709391949757351,0.2383671139023694,0.19069369112189552,0.5988023952095809,0.45454545454545453,0.5684754521963824,0.43152454780361754,1,1,28,8,8,20,-12,11.0,9.0,5.0,4.0,3.0,2.0,0.0,11.0,18.0,4.8,1.56,58.4,11.0,6.0,10.0,-4.0,3.0,2.0,0.0,11.0,8.0,3.2,0.7200000000000001,29.6
2023-05-28_everton_bournemouth,2023-05-28,2023,Matchweek 38,38,Stuart Attwell,everton,bournemouth,1,0,1,1.0,0.5,1.0,0.5,0.5,1.0,0.2,1.9,0.0,-0.5,0.2,0.9,13.0,7.0,6.0,1.0,17.2,14.5,1.0,6.0,1.0,5.0,1.0,0.0,38,62,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,19.0,8.0,5043.0,7958.0,2250.0,2783.0,18.0,15.0,0.0,0.0,0.6,0.3,0.4,0.4,9.0,5.0,24.0,12.0,2.0,0.0,11.0,20.0,6.0,5.0,248.0,474.0,18.0,12.0,9.0,7.0,13.0,6.0,31.0,18.0,7.0,8.0,24.0,29.0,H,11,12,9,3,1,3,0,0,1,6.0,5.0,-24,0.5,0.5,-1.7,-4.0,1.0,0.07692307692307693,0.0,0.46153846153846156,0.14285714285714285,0.6666666666666666,0.2222222222222222,0.15384615384615385,0.639344262295082,0.21311475409836067,0.1475409836065574,0.5988023952095809,0.45454545454545453,0.5684754521963824,0.43152454780361754,3,0,21,17,14,16,-2,4.0,4.0,11.0,-7.0,1.0,1.0,3.0,4.0,12.6,5.2,1.1599999999999997,40.0,6.0,5.0,5.0,0.0,2.0,0.0,3.0,6.0,11.2,3.2,0.9800000000000001,47.4
2023-05-28_leeds_united_tottenham_hotspur,2023-05-28,2023,Matchweek 38,38,Anthony Taylor,leeds united,tottenham hotspur,1,4,-3,1.5,2.2,1.5,2.2,2.2,1.5,3.0,0.8,-0.5,1.8,-1.0,-0.2,19.0,11.0,2.0,7.0,15.8,14.5,7.0,2.0,3.0,1.0,0.0,0.0,52,48,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,19.0,6738.0,6097.0,2709.0,2170.0,21.0,18.0,1.0,3.0,1.0,2.0,1.1,0.6,12.0,10.0,32.0,21.0,2.0,8.0,17.0,16.0,19.0,9.0,374.0,359.0,22.0,26.0,12.0,12.0,9.0,12.0,31.0,38.0,5.0,13.0,8.0,47.0,A,7,5,12,3,3,0,0,0,-1,8.0,-5.0,4,-0.7000000000000002,-0.7000000000000002,2.2,2.0,0.0,0.05263157894736842,0.36363636363636365,0.10526315789473684,0.6363636363636364,0.36363636363636365,0.2631578947368421,0.4347826086956522,0.34254360180286103,0.24789339604154412,0.4095630021555947,0.6666666666666666,0.3802281368821293,0.6368038740920097,0.36319612590799033,0,3,22,23,13,10,3,2.0,6.0,18.0,-12.0,0.0,2.0,3.0,2.0,12.8,3.6,1.46,40.8,10.0,10.0,14.0,-4.0,3.0,1.0,1.0,10.0,8.6,3.4,1.6,47.6
2023-05-28_leicester_city_west_ham_united,2023-05-28,2023,Matchweek 38,38,Simon Hooper,leicester city,west ham united,2,1,1,1.4,1.4,1.4,1.4,1.4,1.4,0.4,0.9,0.6,-0.4,-0.6,-1.1,13.0,16.0,4.0,3.0,17.5,16.7,3.0,4.0,2.0,2.0,0.0,0.0,48,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,3.0,7216.0,8929.0,2490.0,2930.0,17.0,25.0,2.0,1.0,1.2,1.4,0.7,1.0,11.0,16.0,25.0,31.0,4.0,1.0,11.0,10.0,8.0,7.0,492.0,516.0,11.0,17.0,7.0,10.0,7.0,3.0,18.0,20.0,8.0,11.0,19.0,18.0,H,8,10,3,5,1,1,0,0,1,-3.0,1.0,-4,0.0,0.0,-0.5,0.0,0.0,0.15384615384615385,0.0625,0.3076923076923077,0.1875,0.5235602094240838,0.2631578947368421,0.2777777777777778,0.4918386424102969,0.24721363342201763,0.2609477241676853,0.5988023952095809,0.45454545454545453,0.5684754521963824,0.43152454780361754,3,0,19,12,15,17,-2,7.0,6.0,8.0,-2.0,2.0,1.0,2.0,7.0,11.8,4.4,1.64,45.8,12.0,8.0,11.0,-3.0,4.0,0.0,1.0,12.0,10.4,4.6,1.22,41.4
2023-05-28_manchester_united_fulham,2023-05-28,2023,Matchweek 38,38,Robert Jones,manchester united,fulham,2,1,1,2.9,1.8,2.9,1.0,1.8,2.9,1.4,1.8,-0.9,-0.8,0.4,-0.2,21.0,9.0,8.0,2.0,20.7,17.6,3.0,8.0,1.0,6.0,0.0,0.0,53,47,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,12.0,6771.0,7045.0,2452.0,2396.0,16.0,23.0,1.0,1.0,2.0,0.9,1.5,1.3,18.0,7.0,39.0,19.0,2.0,2.0,9.0,20.0,4.0,12.0,422.0,378.0,19.0,15.0,15.0,10.0,14.0,11.0,33.0,26.0,8.0,9.0,11.0,18.0,H,14,10,5,4,1,2,0,0,1,12.0,6.0,6,1.0999999999999999,1.9,-0.40000000000000013,-5.0,0.0,0.09523809523809523,0.1111111111111111,0.38095238095238093,0.2222222222222222,0.6666666666666666,0.23094688221709006,0.16666666666666666,0.6264014466546112,0.21699819168173598,0.1566003616636528,0.6666666666666666,0.3802281368821293,0.6368038740920097,0.36319612590799033,3,0,48,23,1,11,-10,15.0,11.0,2.0,9.0,5.0,0.0,0.0,15.0,21.6,8.4,3.18,52.6,9.0,6.0,5.0,1.0,3.0,0.0,2.0,9.0,9.8,3.0,1.2,51.4
2023-05-28_southampton_liverpool,2023-05-28,2023,Matchweek 38,38,Darren England,southampton,liverpool,4,4,0,1.8,4.0,1.8,4.0,4.0,1.8,3.4,2.9,2.2,0.0,-0.6,-1.1,15.0,30.0,10.0,8.0,17.5,18.5,8.0,10.0,4.0,6.0,0.0,0.0,31,69,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,22.0,2.0,3669.0,10065.0,1492.0,3387.0,21.0,29.0,3.0,3.0,1.0,3.0,0.7,2.1,9.0,21.0,25.0,51.0,7.0,6.0,13.0,17.0,7.0,13.0,225.0,559.0,21.0,20.0,15.0,15.0,17.0,13.0,38.0,33.0,5.0,10.0,35.0,2.0,D,4,10,2,9,0,2,0,0,0,-15.0,2.0,-38,-2.2,-2.2,0.5,-2.0,0.0,0.26666666666666666,0.13333333333333333,0.6666666666666666,0.26666666666666666,0.15384615384615385,0.21052631578947367,0.6944444444444444,0.14530005310674457,0.19883165161975572,0.6558682952734998,0.7142857142857143,0.3333333333333333,0.6818181818181818,0.3181818181818181,1,1,11,23,19,12,7,1.0,5.0,13.0,-8.0,0.0,1.0,4.0,1.0,9.2,3.6,0.78,41.8,2.0,15.0,6.0,9.0,0.0,2.0,3.0,2.0,17.2,5.4,2.2199999999999998,66.2
2023-08-11_burnley_manchester_city,2023-08-11,2024,Matchweek 1,1,Craig Pawson,burnley,manchester city,0,3,-3,0.3,1.9,0.3,1.9,1.9,0.3,2.7,0.0,-0.3,1.1,-0.3,0.0,6.0,17.0,1.0,8.0,14.9,13.9,8.0,1.0,5.0,1.0,0.0,1.0,35,65,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,16.0,22.0,5807.0,10790.0,1910.0,3194.0,10.0,12.0,0.0,2.0,0.3,1.3,0.2,1.3,5.0,14.0,10.0,29.0,0.0,5.0,13.0,9.0,5.0,9.0,313.0,632.0,12.0,17.0,8.0,12.0,7.0,4.0,19.0,21.0,8.0,7.0,16.0,7.0,A,11,8,6,5,0,0,1,0,-1,-11.0,-7.0,-30,-1.5999999999999999,-1.5999999999999999,2.7,4.0,-1.0,0.0,0.17647058823529413,0.16666666666666666,0.47058823529411764,0.125,0.18181818181818182,0.7518796992481203,0.11806956662093454,0.17173755144863206,0.7101928819304333,0.5988023952095809,0.45454545454545453,0.5684754521963824,0.43152454780361754,0,3,0,3,14,1,13,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-12_arsenal_nottingham_forest,2023-08-12,2024,Matchweek 1,1,Michael Oliver,arsenal,nottingham forest,2,1,1,0.8,1.2,0.8,1.2,1.2,0.8,0.9,2.0,1.2,-0.2,-0.1,0.0,15.0,6.0,7.0,2.0,19.1,17.3,2.0,7.0,1.0,5.0,0.0,0.0,78,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,19.0,11400.0,3239.0,3204.0,1786.0,34.0,11.0,2.0,1.0,0.6,1.2,0.9,0.9,13.0,5.0,30.0,10.0,4.0,2.0,10.0,11.0,9.0,11.0,712.0,151.0,19.0,17.0,15.0,10.0,7.0,8.0,26.0,25.0,7.0,5.0,9.0,18.0,H,12,12,8,3,2,2,0,0,1,9.0,5.0,56,-0.3999999999999999,-0.3999999999999999,-1.1,-4.0,0.0,0.13333333333333333,0.16666666666666666,0.4666666666666667,0.3333333333333333,0.8474576271186441,0.14285714285714285,0.06666666666666667,0.8017715332926084,0.13515577275503968,0.06307269395235185,0.6944444444444444,0.36363636363636365,0.6563245823389022,0.3436754176610979,3,0,3,0,2,15,-13,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-12_bournemouth_west_ham_united,2023-08-12,2024,Matchweek 1,1,Peter Bankes,bournemouth,west ham united,1,1,0,1.3,1.1,1.3,1.1,1.1,1.3,0.7,1.4,-0.3,-0.1,-0.3,0.4,14.0,16.0,5.0,2.0,20.7,16.1,2.0,5.0,1.0,4.0,0.0,0.0,62,38,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,17.0,21.0,8335.0,4187.0,2665.0,2148.0,13.0,10.0,0.0,1.0,0.3,0.9,0.5,1.3,9.0,13.0,25.0,26.0,2.0,2.0,20.0,22.0,17.0,8.0,440.0,227.0,17.0,30.0,6.0,19.0,7.0,6.0,24.0,36.0,10.0,15.0,13.0,32.0,D,9,14,10,4,1,4,0,0,0,-2.0,3.0,24,0.19999999999999996,0.19999999999999996,-0.7,-3.0,0.0,0.07142857142857142,0.0625,0.35714285714285715,0.125,0.37037037037037035,0.29411764705882354,0.3921568627450981,0.35051546391752575,0.27835051546391754,0.3711340206185567,0.5263157894736842,0.5,0.5128205128205129,0.4871794871794872,1,1,1,1,8,9,-1,,,,,,,,,,,,,,,,,,,,,,,,
